A,B,商品名稱,重量,熱量,蛋白質,脂肪,碳水化合物,糖,膳食纖維,淨碳
甜醬,水果醬,天然手工葡萄無糖果醬,0,0,0,0,0,0,0,0
甜醬,水果醬,天然手工無糖桑葚果醬,0,0,0,0,0,0,0,0
甜醬,水果醬,天然手工無糖鳳梨果醬,0,0,0,0,0,0,0,0
甜醬,水果醬,天然手工無糖洛神花醬,0,0,0,0,0,0,0,0
甜醬,水果醬,天然手工無糖水蜜桃果醬,0,0,0,0,0,0,0,0
甜醬,水果醬,檸檬起士抹醬,0,0,0,0,0,0,0,0
甜醬,水果醬,柳橙起士抹醬,0,0,0,0,0,0,0,0
甜醬,甜抹醬,花生醬,0,0,0,0,0,0,0,0
甜醬,甜抹醬,巧克力醬,0,0,0,0,0,0,0,0
甜醬,甜抹醬,榛果巧克力醬,0,0,0,0,0,0,0,0
甜醬,甜抹醬,摩卡咖啡醬,0,0,0,0,0,0,0,0
甜醬,甜抹醬,無糖煉乳,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,原味伴友滷醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,胭脂梅伴友滷醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,甜辣醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,越南春捲醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,番茄醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,千島醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,泰式甜辣醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,日式串燒醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,螃蟹沾醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,韓式不辣泡菜醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,韓式中辣泡菜醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,日式照燒醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,素沙茶醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,義大利醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,芝麻伴麵醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,甜麵醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,五味醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,海山醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,鳳梨莎莎醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,香蒜草飼奶油,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,鹹起士醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,蒜味優格醬,0,0,0,0,0,0,0,0
鹹醬,調味鹹醬,胡麻涼麵醬,0,0,0,0,0,0,0,0
醋,醋,梅精,0,0,0,0,0,0,0,0
醋,醋,陳年梅醋,0,0,0,0,0,0,0,0
醋,醋,異麥芽寡糖梅醋飲濃縮液,0,0,0,0,0,0,0,0
調味粉|肉鬆,調味粉|肉鬆,熟黑豆粉,0,0,0,0,0,0,0,0
調味粉|肉鬆,調味粉|肉鬆,赤藻糖醇花生粉,0,0,0,0,0,0,0,0
調味粉|肉鬆,調味粉|肉鬆,赤藻糖醇肉鬆,0,0,0,0,0,0,0,0
調味粉|肉鬆,調味粉|肉鬆,赤藻糖醇海苔肉鬆,0,0,0,0,0,0,0,0
調味粉|肉鬆,調味粉|肉鬆,赤藻糖醇芝麻肉鬆,0,0,0,0,0,0,0,0
湯品,湯品,酸辣湯,0,0,0,0,0,0,0,0
湯品,湯品,大塊牛肉湯,0,0,0,0,0,0,0,0
湯品,湯品,薑母鴨,0,0,0,0,0,0,0,0
湯品,湯品,麻油土雞腿湯,0,0,0,0,0,0,0,0
湯品,湯品,肉羹濃縮包,0,0,0,0,0,0,0,0
湯品,湯品,模瘦湯,0,0,0,0,0,0,0,0
湯品,湯品,麻瘦湯,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,草莓菌多多冷飲代餐包,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,MCT防彈抹茶珍奶代餐包,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,MCT防彈泰后珍奶代餐包,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,莓果康普茶代餐包,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,葡萄柚康茶代餐包,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,洛神花冰飲代餐包,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,MCT防彈咖啡隨身包,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,MCT防彈可可隨身包,0,0,0,0,0,0,0,0
168飲料代餐包,隨身包,青梅露飲代餐包,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,葡萄柚康普茶激動姐代餐組,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,莓果普茶激動姐代餐組,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,防彈抹茶激動姐代餐組,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,防彈泰后奶茶激動姐代餐組,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,防彈可可激動姐代餐組,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,防彈咖啡激動姐代餐組,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,防彈可可量販包,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,防彈咖啡量販包,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,防彈珍珠抹奶量販包,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,防彈泰后珍奶量販包,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,莓果康普茶量販包,0,0,0,0,0,0,0,0
激動姐代餐包,激動姐代餐包,葡萄柚康普茶量販包,0,0,0,0,0,0,0,0
DIY材料包,蛋糕鬆餅材料包,橙蜜蛋糕鬆餅材料包,0,0,0,0,0,0,0,0
DIY材料包,蛋糕鬆餅材料包,咖啡蛋糕鬆餅材料包,0,0,0,0,0,0,0,0
DIY材料包,蛋糕鬆餅材料包,起士蛋糕鬆餅材料包,0,0,0,0,0,0,0,0
DIY材料包,蛋糕鬆餅材料包,抹茶蛋糕鬆餅材料包,0,0,0,0,0,0,0,0
DIY材料包,蛋糕鬆餅材料包,巧克力蛋糕鬆餅材料包,0,0,0,0,0,0,0,0
防彈油品MCT,MCT三酸甘油脂,MCT三酸甘油脂,0,0,0,0,0,0,0,0
防彈油品MCT,C8中鏈三酸甘油脂,C8中鏈三酸甘油脂,0,0,0,0,0,0,0,0
