A,B,商品名稱,重量,熱量,蛋白質,脂肪,碳水化合物,糖,膳食纖維,淨碳
熟食|代飯|豆豆飯|花椰菜米,花椰菜米炒飯,鄉村午餐肉花椰菜蛋炒飯,0,0,0,0,0,0,0,0
熟食|代飯|豆豆飯|花椰菜米,花椰菜米粽子,花生偽米粽,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,糖醋雞肉調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,南洋咖哩雞肉調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,赤藻糖醇紅豆湯|膳纖,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,沙茶豬肉熱炒調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,韭菜蒼蠅頭熱炒調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,宮保雞丁熱炒調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,泰式打拋豬熱炒調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,四川麻婆豆腐調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,胭脂梅排骨調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,泰式紅咖哩雞豆腐調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,泰式綠咖哩雞豆腐調理包微,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,日式親子丼調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,日式板豆腐歐姆蛋,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,紅燒牛腩調理包,0,0,0,0,0,0,0,0
熟食|調理包,加熱食品,筍絲燒肉調理包,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,滷海帶,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,滷小腿,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,原味滷雞翅,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,胭脂梅雞翅,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,滷豆乾|膳纖,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,滷雞胗,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,滷雞排醬包,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,滷雞爪,0,0,0,0,0,0,0,0
熟食|滷味,熟食|滷味,滷雞軟骨,0,0,0,0,0,0,0,0
熟食|年菜,熟食|年菜,蜜汁火腿,0,0,0,0,0,0,0,0
熟食|年菜,熟食|年菜,夾片吐司|膳纖,0,0,0,0,0,0,0,0
熟食|年菜,熟食|年菜,佛跳牆,0,0,0,0,0,0,0,0
熟食|年菜,熟食|年菜,東坡肉,0,0,0,0,0,0,0,0
熟食|正餐,正餐,酸辣魚翅冬粉羹,0,0,0,0,0,0,0,0
熟食|正餐,正餐,肉羹魚翅冬粉煲,0,0,0,0,0,0,0,0
熟食|正餐,正餐,牛肉湯魚翅冬粉|正餐,0,0,0,0,0,0,0,0
熟食|正餐,正餐,泰式紅咖哩雞豆腐燴吐司,0,0,0,0,0,0,0,0
熟食|正餐,正餐,泰式綠咖哩雞豆腐燴吐司,0,0,0,0,0,0,0,0
熟食|正餐,正餐,紅燒牛腩燴吐司,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,甜餅乾棒,可可甜餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,甜餅乾棒,咖啡甜餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,甜餅乾棒,椰子甜餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,甜餅乾棒,抹茶甜餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,甜餅乾棒,葡萄甜餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,甜餅乾棒,芝麻甜餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,甜餅乾棒,花生甜餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,甜餅乾棒,黑豆甜餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,鹹餅乾棒,原味鹹餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,鹹餅乾棒,海苔鹹餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,鹹餅乾棒,義式蕃茄鹹餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,鹹餅乾棒,香蔥雞汁鹹餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,鹹餅乾棒,鹹酥雞鹹餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,鹹餅乾棒,椒麻鹹餅乾棒,0,0,0,0,0,0,0,0
膳纖鹹甜餅乾棒,鹹餅乾棒,辣起士鹹餅乾棒,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,蒜香餅乾大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,雞汁口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,蝦味鮮口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,辣味墨西哥起士口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,品喀洋蔥洋芋口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,奇哆雙倍起士口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,玉米濃湯口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,韓式泡菜口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,數格格奶焗洋蔥口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,芥末口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,義式PIZZA口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,大人芥末口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,生魚片口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,海苔醬燒口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,章魚燒口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,真魷味口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,金沙鹹蛋黃口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,菜脯餅口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,鹹花生口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,厚味系大塊餅乾,紐奧良口味大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,混味系大塊餅乾,三味芥末綜合包大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,混味系大塊餅乾,唐蝦雞綜合包大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,混味系大塊餅乾,唐蒜墨綜合包大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,混味系大塊餅乾,唐日韓綜合包大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,混味系大塊餅乾,唐燒燒綜合包大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,混味系大塊餅乾,唐洋洋綜合包大塊餅乾,0,0,0,0,0,0,0,0
膳纖大塊餅乾,混味系大塊餅乾,唐起士綜合包大塊餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,花生乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,可可乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,椰子乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,伯爵乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,抹茶乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,芝麻乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,咖啡乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,原味乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,牛奶糖乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,吉拿棒乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,雞蛋布丁乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,阿薩姆奶茶乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,焦糖瑪奇朵擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,紅豆擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,芋頭擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,烏龍茶擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,焙茶擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,鐵觀音擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,香草夏威夷擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,提拉米蘇擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,甜擠花餅乾,四季春擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,鹹|辣擠花餅乾,鹹味乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,鹹|辣擠花餅乾,辣味乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,鹹|辣擠花餅乾,階梯辣乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,鹹|辣擠花餅乾,香辣乳酪擠花餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,水果醬擠花餅乾,水蜜桃果醬餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,水果醬擠花餅乾,草莓果醬餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,水果醬擠花餅乾,葡萄果醬餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,水果醬擠花餅乾,桑葚果醬餅乾,0,0,0,0,0,0,0,0
膳纖擠花餅乾,水果醬擠花餅乾,橙蜜果醬餅乾,0,0,0,0,0,0,0,0
膳纖牛舌餅,甜牛舌餅,花生牛舌餅,0,0,0,0,0,0,0,0
膳纖牛舌餅,甜牛舌餅,可可牛舌餅,0,0,0,0,0,0,0,0
膳纖牛舌餅,甜牛舌餅,黑糖牛舌餅,0,0,0,0,0,0,0,0
膳纖牛舌餅,甜牛舌餅,咖啡牛舌餅,0,0,0,0,0,0,0,0
膳纖牛舌餅,甜牛舌餅,竹炭芝麻牛舌餅,0,0,0,0,0,0,0,0
膳纖牛舌餅,甜牛舌餅,偽椰香楓糖牛舌餅,0,0,0,0,0,0,0,0
膳纖牛舌餅,鹹牛舌餅,三星蔥鹹牛舌餅,0,0,0,0,0,0,0,0
膳纖牛舌餅,鹹牛舌餅,鹹乳酪牛舌餅,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,花生美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,巧克力花生美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,可可肉桂美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,可可棉花糖美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,可可杏仁美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,草莓夏威夷豆美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,蔓越莓美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,葡萄乾美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,美式餅乾,伯爵美式餅乾,0,0,0,0,0,0,0,0
其他餅乾,瓦片餅乾,可可杏仁瓦片餅乾,0,0,0,0,0,0,0,0
其他餅乾,瓦片餅乾,原味杏仁瓦片餅乾,0,0,0,0,0,0,0,0
其他餅乾,瓦片餅乾,抹茶南瓜子瓦片餅乾,0,0,0,0,0,0,0,0
其他餅乾,瓦片餅乾,原味南瓜子瓦片餅乾,0,0,0,0,0,0,0,0
其他餅乾,麥麩皮餅乾,香蕉麥麩皮餅乾,0,0,0,0,0,0,0,0
其他餅乾,桃酥,桃酥,0,0,0,0,0,0,0,0
膳纖|其他餅乾,焦糖荷蘭餅,原味焦糖荷蘭餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,焦糖荷蘭餅,重肉桂焦糖荷蘭餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,焦糖荷蘭餅,巧克力焦糖荷蘭餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,雪Q餅,原味雪Q餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,雪Q餅,可可雪Q餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,雪Q餅,草莓雪Q餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,雪Q餅,抹茶雪Q餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,雪Q餅,辣花生雪Q餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,雪Q餅,綜合水果雪Q餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,雪Q餅,鳳梨雪Q餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,雪Q餅,芒果雪Q餅|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,傳統餅乾,芝麻巧果傳統餅乾|膳纖,0,0,0,0,0,0,0,0
膳纖|其他餅乾,傳統餅乾,菜脯餅傳統餅乾|膳纖,0,0,0,0,0,0,0,0
糖果|巧克力,巧克力,手工松露巧克力|法式甜點,0,0,0,0,0,0,0,0
糖果|巧克力,巧克力,巧克力小布朗尼,0,0,0,0,0,0,0,0
糖果|巧克力,巧克力,巧克力大布朗尼,0,0,0,0,0,0,0,0
糖果|巧克力,巧克力,香蕉核桃布朗尼,0,0,0,0,0,0,0,0
糖果|巧克力,巧克力,含餡巧克力詐彈,0,0,0,0,0,0,0,0
糖果|巧克力,巧克力,含餡松露巧克力禮盒|4入組,0,0,0,0,0,0,0,0
糖果|巧克力,巧克力,含餡松露巧克力禮盒|6入組,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,可可罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,原味罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,蝦蝦濃罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,櫻花罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,草莓罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,水蜜桃罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,綠茶罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,伯爵茶罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,珍珠奶茶罐裝馬林糖|蛋白餅,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,咖啡罐裝馬林糖|蛋白餅,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,冰淇淋蘇打罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,咖哩罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,芥末椒鹽罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,梅酒罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,荔枝酒罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,牛奶糖罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,雞蛋布丁鐵盒馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,香椰罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,焦糖瑪奇朵罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,太妃糖罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,偽蜂蜜罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,芋頭罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,紅豆罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,地瓜罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,煉乳棉花罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,茉莉罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,烏龍茶罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,阿薩姆罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,蘋果罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,玉米濃湯罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,真魷味罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,冬瓜糖罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,牙膏巧克力罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,玫瑰烏龍罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,麝香葡萄罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無糖蛋白餅,芒果罐裝馬林糖|蛋白餅無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,原味牛軋糖無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,粉杏福牛軋糖無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,尊貴伯爵牛軋糖無蔗糖糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,拿鐵夫人牛軋糖無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,可可牛軋糖無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,水果森林牛軋糖無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,玫瑰奶蓋牛軋糖無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,草莓牛軋糖無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,草莓果園牛軋糖無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,原味無糖牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,可可無糖牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,拿鐵夫人牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,粉杏福牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,尊貴伯爵牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,水果森林牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,玫瑰奶蓋牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,草莓果園牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,無加糖牛軋糖,草莓膳纖牛軋糖10入組無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮甜橙水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮鳳梨水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮草莓水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮芒果水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮百香果水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮杏桃水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮葡萄水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮奇異果水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮桑葚水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮藍莓水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,野莓黑嘉麗水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式軟糖,新鮮水蜜桃水果法式軟糖|膳纖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,花生貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,巧克力貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,伯爵貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,咖啡貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,香椰貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,葡萄乾貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,香草貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,阿薩姆奶茶貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,焦糖瑪琪朵貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,提拉米蘇貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,太妃糖貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,烏龍茶貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,雞蛋布丁貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,貢糖,芝麻貢糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式棉花糖,原味法式手工棉花糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式棉花糖,桑葚法式手工棉花糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式棉花糖,芒果法式手工棉花糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式棉花糖,水蜜桃法式手工棉花糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式棉花糖,梅子法式手工棉花糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,法式棉花糖,麝香葡萄法式手工棉花糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,其他糖果,手工梅子棒棒糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,其他糖果,手工薑母麥芽糖|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,其他糖果,手工南棗核桃糕|無蔗糖,0,0,0,0,0,0,0,0
糖果|巧克力,其他糖果,手工無糖水蜜桃鑽石糖|無蔗糖,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,蜜汁豬肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,椒麻豬肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,麻辣豬肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,黑胡椒豬肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,蜜汁雞肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,椒麻雞肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,麻辣雞肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,黑胡椒雞肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,蜜汁牛肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,椒麻牛肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,麻辣牛肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,牛肉乾|豬肉乾|雞肉乾,黑胡椒牛肉乾,0,0,0,0,0,0,0,0
肉乾|鱈魚香絲,花椰菜米鱈魚香絲,花椰菜米手工鱈魚香絲,0,0,0,0,0,0,0,0
甜醬,偽糖漿,異麥芽寡糖梅露,0,0,0,0,0,0,0,0
甜醬,偽糖漿,梅精,0,0,0,0,0,0,0,0
甜醬,偽糖漿,櫻花醬,0,0,0,0,0,0,0,0
甜醬,偽糖漿,楓糖漿,0,0,0,0,0,0,0,0
甜醬,偽糖漿,偽黑糖漿,0,0,0,0,0,0,0,0
甜醬,偽糖漿,糖霜,0,0,0,0,0,0,0,0
甜醬,水果醬,天然手工草莓無糖果醬,0,0,0,0,0,0,0,0
